title,format ,rightsHolder,accessRights,continent,country,stateProvince,relationshipAccordingTo,organismScope,Licence,Description,LandingPage,modified
Rare Vascular Plants of Indiana; Maryland; and New Hampshire,CSV,Indiana Department of Natural Resources; Maryland Department of Natural Resources; New Hampshire Natural Heritage Bureau Division of Forests and Lands,Public Access for Viewing. Non-Commercial Use Only. No Derivatives. Appropriate credit must be attributed to all sources/creators.,North America,United States (nation),Maryland; Indiana; New Hampshire,Sarrah Trapp; Brynn Zalmanek,Rare Vascular Plants,https://creativecommons.org/licenses/by-nc-nd/4.0/,"This is a cleaned integrated dataset consisting of data from three separate datasets hosted by state natural resource departments in Maryland, Indiana, and New Hampshire. This data is relating to rare vascular plants in these states. During cleaning, the ranking controlled vocabulary was adjusted for granularity control.; RareVascularPlantFullIntegratedDataset_1.0_06062020.csv","https://www.in.gov/dnr/naturepreserve/files/np-etrplants.pdf?fbclid=IwAR0CwirgN-rgH-g0jQbRUa8XN6WSl16Cli9kTXfifLFVEolMvVM1f5ajXFg; https://dnr.maryland.gov/wildlife/Documents/rte_Plant_List.pdf?fbclid=IwAR10jASw8YJuppP6BflAoM4Jemze-3lFtb6gHyYhZD_yMIeKgEhq7LMa7QE; https://www.nh.gov/nhdfl/documents/tracking-list-plant-general.pdf
",2020-05-27
